User Path,Num Direct Impressions,Num Indirect Impressions,Impressions Served,Has Converted (1/0 = yes/no),Count
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet) - desktop site (computer),0,46,Direct,1,1
imp (tablet),347,0,Indirect,0,1
imp (tablet) - imp (phone) - imp (other),21,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone),1,0,Indirect,1,504
click (tablet) - desktop site (computer),0,0,None,1,1
mobile site (phone) - imp (tablet),1,0,Indirect,0,10
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),32,0,Indirect,1,1
imp (tablet) - imp (other),21,0,Indirect,0,1
imp (other) - imp (tablet),26,0,Indirect,0,2
imp (tablet),279,0,Indirect,0,2
imp (tablet),283,0,Indirect,0,1
imp (computer) - imp (phone) - mobile site (phone) - desktop site (phone),2,0,Indirect,1,1
imp (phone),135,0,Indirect,0,7
imp (phone) - imp (tablet),250,0,Indirect,0,1
imp (phone),62,0,Indirect,0,31
imp (tablet),195,0,Indirect,0,1
imp (phone) - imp (tablet) - click (phone),17,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),2,27,Direct,1,1
imp (phone),325,0,Indirect,0,1
imp (tablet),97,0,Indirect,0,17
imp (phone),128,0,Indirect,0,8
imp (phone),56,0,Indirect,0,47
imp (phone) - mobile site (phone) - desktop site (phone),11,15,Direct,1,1
imp (tablet) - imp (phone) - mobile site (tablet) - desktop site (tablet),5,1,Direct,1,1
imp (phone) - desktop site (tablet),2,0,Indirect,1,125
imp (tablet),462,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,49,Direct,1,1
imp (tablet) - desktop site (computer),136,0,Indirect,1,1
imp (phone),177,0,Indirect,0,6
imp (computer) - desktop site (tablet),6,0,Indirect,1,1
click (other) - desktop site (tablet),0,0,None,1,1
imp (phone),38,0,Indirect,0,143
imp (tablet) - imp (phone),211,0,Indirect,0,1
imp (tablet),267,0,Indirect,0,2
imp (tablet) - mobile site (phone) - desktop site (phone),1,0,Indirect,1,110
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),5,7,Direct,1,1
imp (phone) - click (phone),43,0,Indirect,0,1
imp (phone),126,0,Indirect,0,6
imp (phone) - click (phone) - desktop site (phone),1,3,Direct,1,1
imp (phone) - click (phone) - desktop site (phone),1,15,Direct,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,29,Direct,1,2
imp (phone) - imp (other) - imp (tablet),338,0,Indirect,0,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,36,Direct,1,1
imp (tablet) - mobile site (phone) - desktop site (phone),345,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,74,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,20,Direct,1,3
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,65,Direct,1,1
imp (tablet),30,0,Indirect,0,179
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),1,0,Indirect,1,12
imp (tablet) - desktop site (computer),96,0,Indirect,1,1
imp (phone),485,0,Indirect,0,1
imp (phone) - desktop site (computer),23,0,Indirect,1,5
imp (phone) - click (phone) - desktop site (phone),2,0,Indirect,1,5
imp (tablet) - imp (phone),289,0,Indirect,0,1
imp (tablet) - desktop site (computer) - desktop site (phone),15,0,Indirect,1,1
imp (phone) - desktop site (computer),11,0,Indirect,1,33
imp (phone) - imp (other),3,0,Indirect,0,62
imp (phone) - desktop site (phone),10,0,Indirect,1,10
imp (other) - imp (phone),26,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),0,5,Direct,1,74
imp (tablet) - imp (phone) - desktop site (computer) - desktop site (tablet),7,0,Indirect,1,1
imp (tablet) - desktop site (tablet) - desktop site (computer) - desktop site (other),0,2,Direct,1,1
imp (other),1,0,Indirect,0,10403
imp (other) - imp (phone) - imp (tablet),3,0,Indirect,0,1
desktop site (other) - desktop site (tablet),0,0,None,1,823
imp (phone) - mobile site (phone),47,0,Indirect,0,1
imp (phone) - desktop site (computer),73,0,Indirect,1,1
imp (other) - imp (phone) - click (phone) - desktop site (phone),1,1,Direct,1,1
imp (tablet) - click (tablet),26,0,Indirect,0,5
imp (phone),145,0,Indirect,0,3
imp (phone),180,0,Indirect,0,2
imp (tablet) - imp (phone),229,0,Indirect,0,1
imp (tablet) - imp (phone) - desktop site (tablet),31,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),5,0,Indirect,1,1
imp (other) - imp (tablet),256,0,Indirect,0,1
imp (tablet),202,0,Indirect,0,2
imp (computer),59,0,Indirect,0,1
imp (phone),459,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,148,Direct,1,1
imp (other) - imp (tablet),6,0,Indirect,0,44
imp (other) - desktop site (computer),5,0,Indirect,1,1
imp (tablet),308,0,Indirect,0,1
imp (tablet),53,0,Indirect,0,41
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,1,Direct,1,257
imp (phone) - imp (tablet) - mobile site (tablet) - desktop site (tablet),14,0,Indirect,1,1
imp (phone) - mobile site (phone) - desktop site (phone),168,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),7,0,Indirect,1,2
imp (phone),161,0,Indirect,0,5
imp (phone) - click (phone) - desktop site (phone),1,16,Direct,1,1
imp (phone) - imp (tablet),66,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),2,2,Direct,1,3
imp (phone),34,0,Indirect,0,171
imp (phone),151,0,Indirect,0,3
imp (tablet),68,0,Indirect,0,28
imp (phone) - imp (other),5,0,Indirect,0,19
imp (tablet) - mobile site (tablet) - desktop site (tablet),0,8,Direct,1,2
imp (tablet),242,0,Indirect,0,1
imp (phone) - imp (tablet),77,0,Indirect,0,2
imp (phone) - imp (tablet),90,0,Indirect,0,2
imp (tablet) - desktop site (other),11,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,3,Direct,1,125
imp (phone) - mobile site (other) - desktop site (other),2,0,Indirect,1,4
imp (tablet),206,0,Indirect,0,1
imp (phone) - imp (tablet),29,0,Indirect,0,14
imp (tablet) - click (tablet) - desktop site (tablet),0,63,Direct,1,1
imp (tablet),358,0,Indirect,0,1
imp (tablet) - click (tablet),38,0,Indirect,0,1
imp (tablet),320,0,Indirect,0,3
imp (other) - desktop site (computer) - desktop site (tablet),2,0,Indirect,1,1
imp (phone) - click (phone),20,0,Indirect,0,3
imp (phone),83,0,Indirect,0,15
imp (tablet) - mobile site (phone) - desktop site (phone) - desktop site (computer),3,0,Indirect,1,2
imp (phone) - imp (tablet) - desktop site (computer),4,0,Indirect,1,5
imp (tablet) - click (tablet) - desktop site (tablet),2,9,Direct,1,1
imp (other),62,0,Indirect,0,2
imp (phone) - mobile site (phone) - desktop site (phone),0,4,Direct,1,23
imp (phone) - click (phone) - desktop site (phone),0,38,Direct,1,2
imp (tablet),214,0,Indirect,0,1
imp (other) - imp (phone),204,0,Indirect,0,1
imp (other),53,0,Indirect,0,1
imp (phone) - desktop site (other) - desktop site (computer) - desktop site (phone),9,0,Indirect,1,1
imp (phone) - desktop site (tablet),64,0,Indirect,1,1
imp (tablet) - imp (phone) - imp (other),6,0,Indirect,0,1
imp (phone) - desktop site (phone),0,7,Direct,1,1
imp (phone) - desktop site (phone) - desktop site (tablet),18,0,Indirect,1,1
imp (phone) - desktop site (computer) - desktop site (other) - desktop site (phone),1,0,Indirect,1,5
imp (tablet),141,0,Indirect,0,7
imp (tablet) - click (tablet) - desktop site (tablet) - desktop site (computer),0,28,Direct,1,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,108,Direct,1,1
imp (phone) - imp (other),17,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (computer),201,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),0,7,Direct,1,31
imp (tablet) - click (tablet) - desktop site (tablet),0,19,Direct,1,4
imp (phone) - desktop site (computer) - desktop site (phone),49,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),3,0,Indirect,1,1
imp (tablet) - click (tablet),65,0,Indirect,0,1
imp (phone) - imp (tablet),76,0,Indirect,0,1
imp (phone) - desktop site (other) - desktop site (tablet),1,0,Indirect,1,4
imp (tablet) - imp (computer) - mobile site (computer),6,0,Indirect,0,1
imp (phone) - imp (tablet),30,0,Indirect,0,14
imp (phone) - mobile site (tablet) - desktop site (tablet),6,0,Indirect,1,4
imp (tablet) - click (tablet),86,0,Indirect,0,1
imp (phone) - imp (tablet),15,0,Indirect,0,52
imp (tablet) - click (tablet) - desktop site (tablet),0,31,Direct,1,2
imp (phone) - click (phone) - desktop site (phone),1,8,Direct,1,2
imp (phone) - click (phone) - desktop site (phone),2,13,Direct,1,1
imp (phone) - imp (tablet) - click (phone) - desktop site (phone),1,16,Direct,1,1
imp (tablet),217,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone) - desktop site (tablet),1,0,Indirect,1,8
imp (tablet),352,0,Indirect,0,1
imp (computer),31,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),20,22,Direct,1,1
imp (phone) - imp (tablet),87,0,Indirect,0,2
imp (tablet) - imp (phone),59,0,Indirect,0,2
imp (tablet),114,0,Indirect,0,5
imp (phone),256,0,Indirect,0,2
imp (tablet) - imp (phone) - click (phone) - desktop site (phone),3,2,Direct,1,1
imp (phone) - desktop site (tablet) - desktop site (computer),9,0,Indirect,1,1
imp (other) - imp (tablet) - imp (phone),4,0,Indirect,0,1
imp (phone),10,0,Indirect,0,3077
imp (tablet) - mobile site (phone) - desktop site (phone),17,0,Indirect,1,3
imp (tablet) - mobile site (tablet) - click (tablet) - desktop site (tablet),0,9,Direct,1,1
imp (tablet) - imp (other),22,0,Indirect,0,1
imp (phone),46,0,Indirect,0,78
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,19,Direct,1,3
imp (phone) - desktop site (computer) - desktop site (phone),7,0,Indirect,1,5
imp (phone) - imp (tablet),4,0,Indirect,0,435
imp (tablet) - imp (phone),73,0,Indirect,0,4
imp (phone) - imp (tablet) - click (phone) - desktop site (phone),5,80,Direct,1,1
imp (phone),110,0,Indirect,0,6
imp (phone) - click (phone) - desktop site (phone),5,0,Indirect,1,1
imp (tablet) - desktop site (tablet) - desktop site (computer),80,0,Indirect,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),66,0,Indirect,1,1
imp (tablet) - imp (phone) - click (phone),7,0,Indirect,0,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),2,4,Direct,1,1
mobile site (phone) - imp (tablet) - desktop site (phone),1,0,Indirect,1,1
mobile site (phone) - mobile site (tablet),0,0,None,0,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),18,36,Direct,1,1
mobile site (phone) - imp (phone),12,0,Indirect,0,1
imp (tablet),154,0,Indirect,0,7
imp (phone) - mobile site (phone) - desktop site (phone),5,0,Indirect,1,21
imp (phone) - click (phone) - desktop site (tablet),5,0,Indirect,1,1
imp (phone) - imp (tablet),44,0,Indirect,0,5
imp (phone) - imp (tablet) - desktop site (phone),9,0,Indirect,1,1
imp (phone) - desktop site (tablet),1,0,Indirect,1,348
imp (phone) - mobile site (tablet) - desktop site (tablet),37,0,Indirect,1,1
imp (other) - imp (tablet) - desktop site (computer) - desktop site (tablet),8,0,Indirect,1,1
mobile site (phone) - desktop site (other) - desktop site (computer),0,0,None,1,4
mobile site (phone) - mobile site (other) - desktop site (other),0,0,None,1,5
click (tablet) - desktop site (tablet),0,0,None,1,29
imp (phone) - imp (tablet) - desktop site (tablet),14,0,Indirect,1,1
imp (phone),92,0,Indirect,0,14
imp (phone) - desktop site (phone),37,0,Indirect,1,3
imp (tablet) - imp (phone) - mobile site (phone) - desktop site (phone),16,0,Indirect,1,1
imp (phone) - desktop site (tablet) - desktop site (computer),2,0,Indirect,1,10
imp (phone) - mobile site (other) - desktop site (other) - desktop site (computer),12,0,Indirect,1,1
imp (phone),193,0,Indirect,0,3
imp (computer),6,0,Indirect,0,7
imp (tablet) - click (tablet) - desktop site (tablet),0,42,Direct,1,2
imp (tablet) - desktop site (computer),87,0,Indirect,1,1
imp (tablet) - desktop site (computer) - desktop site (tablet) - desktop site (phone),2,0,Indirect,1,2
imp (phone),192,0,Indirect,0,2
imp (tablet) - click (tablet) - imp (phone),229,0,Indirect,0,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),4,1,Direct,1,1
imp (phone) - click (phone),7,0,Indirect,0,23
imp (phone) - desktop site (tablet),21,0,Indirect,1,1
imp (phone) - imp (tablet),41,0,Indirect,0,13
imp (tablet) - imp (phone),78,0,Indirect,0,2
imp (tablet) - click (tablet) - desktop site (tablet),0,87,Direct,1,1
imp (tablet) - imp (phone),35,0,Indirect,0,3
imp (phone) - desktop site (computer) - desktop site (phone),1,0,Indirect,1,92
imp (phone) - click (phone) - desktop site (phone) - desktop site (computer),25,0,Indirect,1,1
imp (tablet) - desktop site (tablet),23,0,Indirect,1,1
imp (computer),1,0,Indirect,0,451
imp (tablet),105,0,Indirect,0,9
imp (tablet),51,0,Indirect,0,57
imp (tablet) - imp (phone),44,0,Indirect,0,6
imp (phone) - mobile site (phone) - desktop site (phone),25,0,Indirect,1,3
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),3,6,Direct,1,1
imp (tablet) - imp (phone) - mobile site (phone) - desktop site (phone),513,0,Indirect,1,1
imp (tablet),287,0,Indirect,0,1
imp (phone) - click (phone),26,0,Indirect,0,3
imp (phone) - imp (tablet) - desktop site (tablet),3,0,Indirect,1,2
imp (tablet),11,0,Indirect,0,1538
imp (phone) - desktop site (computer) - desktop site (tablet) - desktop site (phone),1,0,Indirect,1,2
click (tablet) - mobile site (tablet),0,0,None,0,2
imp (phone) - desktop site (computer),45,0,Indirect,1,1
imp (phone) - mobile site (phone),9,0,Indirect,0,4
imp (tablet) - imp (phone),17,0,Indirect,0,38
imp (phone),3,0,Indirect,0,43005
imp (tablet),66,0,Indirect,0,28
imp (other) - desktop site (computer),1,0,Indirect,1,48
imp (tablet) - desktop site (computer),11,0,Indirect,1,7
click (phone) - mobile site (phone) - desktop site (phone),0,0,None,1,23
desktop site (computer) - desktop site (other),0,0,None,1,1312
imp (other) - imp (tablet),13,0,Indirect,0,9
imp (phone) - imp (other) - mobile site (phone) - desktop site (phone),16,0,Indirect,1,1
imp (phone) - desktop site (phone),6,0,Indirect,1,18
imp (tablet) - imp (other),3,0,Indirect,0,56
imp (phone) - mobile site (tablet),3,0,Indirect,0,1
imp (phone) - mobile site (phone) - desktop site (phone),37,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,2,Direct,1,130
imp (phone),412,0,Indirect,0,1
imp (phone) - desktop site (phone) - desktop site (computer),16,0,Indirect,1,1
imp (tablet),149,0,Indirect,0,1
imp (tablet) - imp (phone) - desktop site (computer) - desktop site (phone) - desktop site (tablet),3,0,Indirect,1,1
imp (tablet),161,0,Indirect,0,5
imp (phone) - desktop site (other),1,0,Indirect,1,65
imp (tablet) - imp (phone) - desktop site (computer),15,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),5,5,Direct,1,1
imp (phone) - desktop site (phone) - desktop site (other) - desktop site (computer),1,0,Indirect,1,1
imp (phone) - desktop site (phone) - desktop site (computer),1,1,Direct,1,1
imp (phone) - imp (other) - desktop site (computer),2,0,Indirect,1,1
imp (tablet) - click (tablet),76,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),0,39,Direct,1,1
imp (tablet) - desktop site (phone) - desktop site (tablet),28,0,Indirect,1,1
imp (other),95,0,Indirect,0,2
mobile site (tablet) - desktop site (tablet) - desktop site (phone),0,0,None,1,99
imp (phone) - desktop site (tablet) - desktop site (computer),22,0,Indirect,1,1
imp (phone) - desktop site (computer),14,0,Indirect,1,15
imp (computer) - desktop site (computer),7,0,Indirect,1,2
mobile site (other) - mobile site (phone) - desktop site (phone) - desktop site (other),0,0,None,1,1
imp (phone),29,0,Indirect,0,245
imp (tablet) - desktop site (other) - desktop site (tablet) - desktop site (computer),1,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,84,Direct,1,1
imp (other) - imp (tablet) - desktop site (tablet),0,3,Direct,1,1
desktop site (other) - desktop site (phone) - desktop site (tablet),0,0,None,1,11
imp (other) - imp (tablet),97,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),14,7,Direct,1,1
imp (tablet) - imp (other),13,0,Indirect,0,2
imp (phone) - mobile site (phone) - desktop site (phone),6,0,Indirect,1,27
imp (tablet),46,0,Indirect,0,79
imp (tablet) - imp (phone) - mobile site (phone) - desktop site (phone),49,1,Direct,1,1
imp (tablet) - mobile site (tablet) - desktop site (tablet),15,0,Indirect,1,1
imp (phone) - mobile site (phone),13,0,Indirect,0,1
imp (tablet),1678,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,39,Direct,1,1
imp (tablet) - imp (other) - desktop site (computer),10,0,Indirect,1,1
imp (phone) - imp (tablet) - mobile site (phone) - desktop site (phone),1,5,Direct,1,1
imp (tablet) - desktop site (computer),12,0,Indirect,1,12
imp (tablet) - desktop site (computer) - desktop site (phone) - desktop site (tablet),2,0,Indirect,1,1
imp (phone) - imp (computer),4,0,Indirect,0,1
imp (phone) - imp (tablet) - click (tablet),64,0,Indirect,0,1
imp (tablet) - mobile site (tablet) - desktop site (tablet) - desktop site (phone),2,0,Indirect,1,2
imp (other) - imp (tablet) - imp (phone),11,0,Indirect,0,1
mobile site (phone) - imp (phone) - click (phone),3,0,Indirect,0,1
imp (tablet) - desktop site (tablet),0,4,Direct,1,29
imp (phone),14,0,Indirect,0,1447
imp (computer),39,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),0,9,Direct,1,15
imp (phone) - mobile site (phone) - desktop site (phone),8,0,Indirect,1,11
imp (tablet) - desktop site (computer) - desktop site (other),1,0,Indirect,1,1
imp (tablet) - imp (phone),33,0,Indirect,0,10
imp (phone) - imp (tablet) - desktop site (phone),3,17,Direct,1,1
imp (phone) - click (phone),23,0,Indirect,0,3
imp (phone) - imp (tablet),60,0,Indirect,0,4
imp (phone) - desktop site (computer),38,0,Indirect,1,1
mobile site (other) - desktop site (other) - desktop site (tablet) - desktop site (computer),0,0,None,1,3
imp (tablet),38,0,Indirect,0,114
imp (other) - mobile site (other) - desktop site (other),0,1,Direct,1,2
imp (phone) - desktop site (computer),8,0,Indirect,1,48
imp (other) - desktop site (computer),2,0,Indirect,1,11
imp (tablet) - desktop site (computer) - desktop site (tablet),5,0,Indirect,1,2
imp (phone),25,0,Indirect,0,365
imp (other) - click (other) - desktop site (phone),0,1,Direct,1,2
imp (tablet) - imp (phone),146,0,Indirect,0,2
imp (phone),67,0,Indirect,0,29
imp (tablet) - desktop site (computer) - desktop site (tablet),17,0,Indirect,1,1
imp (tablet) - click (tablet),290,0,Indirect,0,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),1,15,Direct,1,1
imp (phone),438,0,Indirect,0,1
imp (phone),150,0,Indirect,0,4
imp (tablet),187,0,Indirect,0,4
imp (tablet),192,0,Indirect,0,2
imp (tablet),231,0,Indirect,0,1
imp (tablet) - click (tablet) - desktop site (tablet),1,6,Direct,1,1
imp (phone) - mobile site (tablet) - imp (tablet),6,0,Indirect,0,1
imp (phone),37,0,Indirect,0,123
imp (tablet),281,0,Indirect,0,1
imp (phone),72,0,Indirect,0,18
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),10,2,Direct,1,1
imp (tablet) - imp (computer),5,0,Indirect,0,3
mobile site (computer) - imp (tablet),2,0,Indirect,0,1
imp (phone),989,0,Indirect,0,1
imp (tablet),36,0,Indirect,0,113
imp (other) - desktop site (other) - desktop site (tablet),0,1,Direct,1,2
imp (tablet) - click (tablet) - desktop site (tablet),0,141,Direct,1,1
mobile site (phone) - imp (phone),9,0,Indirect,0,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),4,0,Indirect,1,2
imp (phone) - desktop site (computer),41,0,Indirect,1,1
imp (phone) - click (phone) - mobile site (tablet) - desktop site (tablet) - desktop site (computer),29,0,Indirect,1,1
imp (phone) - imp (tablet),32,0,Indirect,0,13
imp (tablet) - desktop site (tablet) - desktop site (computer),0,2,Direct,1,3
mobile site (tablet) - imp (tablet) - click (tablet) - desktop site (tablet),0,2,Direct,1,1
imp (phone) - mobile site (tablet) - desktop site (tablet),5,0,Indirect,1,5
imp (phone) - desktop site (computer) - desktop site (other),6,0,Indirect,1,1
imp (phone) - click (phone),222,0,Indirect,0,1
imp (phone),142,0,Indirect,0,5
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,37,Direct,1,1
imp (other) - imp (phone),32,0,Indirect,0,2
imp (other) - imp (phone) - mobile site (phone) - desktop site (phone),5,0,Indirect,1,1
imp (phone) - click (phone) - desktop site (phone),0,43,Direct,1,2
imp (phone) - imp (tablet),155,0,Indirect,0,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),1,9,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),14,0,Indirect,1,1
imp (other) - click (other),1,0,Indirect,0,9
imp (phone) - imp (tablet),37,0,Indirect,0,11
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,2,Direct,1,83
imp (phone),127,0,Indirect,0,7
imp (phone),116,0,Indirect,0,6
imp (phone) - mobile site (phone) - desktop site (computer) - desktop site (phone),3,0,Indirect,1,1
imp (tablet) - mobile site (other) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,30,Direct,1,1
imp (phone) - desktop site (tablet) - desktop site (phone),50,0,Indirect,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,61,Direct,1,3
imp (phone) - mobile site (phone) - desktop site (phone),0,53,Direct,1,1
imp (tablet) - click (tablet),80,0,Indirect,0,1
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,16,Direct,1,3
imp (tablet) - desktop site (computer),130,0,Indirect,1,1
imp (computer),23,0,Indirect,0,1
imp (phone),434,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (phone),0,44,Direct,1,2
imp (phone),64,0,Indirect,0,36
imp (phone) - desktop site (computer),31,0,Indirect,1,1
imp (tablet) - desktop site (phone) - desktop site (other),3,0,Indirect,1,1
imp (tablet),91,0,Indirect,0,16
imp (tablet) - click (tablet),113,0,Indirect,0,1
imp (phone) - imp (tablet),97,0,Indirect,0,3
imp (tablet),277,0,Indirect,0,3
imp (tablet) - imp (phone),28,0,Indirect,0,9
imp (phone) - desktop site (computer),56,0,Indirect,1,2
imp (phone) - click (phone) - desktop site (phone),1,38,Direct,1,1
imp (phone) - click (phone) - desktop site (phone),0,162,Direct,1,1
imp (tablet) - imp (phone) - click (phone),27,0,Indirect,0,1
imp (phone) - click (phone),467,0,Indirect,0,1
imp (tablet),197,0,Indirect,0,2
imp (tablet) - click (tablet) - imp (other),23,0,Indirect,0,1
desktop site (tablet) - desktop site (other) - desktop site (computer) - desktop site (phone),0,0,None,1,4
imp (phone) - desktop site (computer),46,0,Indirect,1,3
imp (tablet),258,0,Indirect,0,3
imp (phone) - imp (tablet) - click (phone) - mobile site (phone) - desktop site (phone),2,3,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,26,Direct,1,2
imp (tablet) - desktop site (tablet),2,0,Indirect,1,125
mobile site (tablet) - imp (tablet) - desktop site (tablet),6,0,Indirect,1,1
imp (phone),43,0,Indirect,0,110
imp (tablet) - desktop site (tablet) - desktop site (computer),0,1,Direct,1,4
imp (phone) - mobile site (computer) - desktop site (computer),10,0,Indirect,1,1
imp (phone) - imp (tablet) - click (tablet) - desktop site (tablet),43,237,Direct,1,1
imp (tablet) - imp (phone),132,0,Indirect,0,3
imp (tablet) - desktop site (phone),5,0,Indirect,1,7
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,1,Direct,1,708
imp (phone) - desktop site (phone),0,42,Direct,1,2
imp (phone) - imp (tablet) - click (phone),6,0,Indirect,0,2
imp (tablet),515,0,Indirect,0,1
imp (tablet) - desktop site (tablet),0,10,Direct,1,2
imp (phone) - imp (tablet) - desktop site (phone),5,0,Indirect,1,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,83,Direct,1,1
imp (phone) - imp (computer) - imp (tablet) - click (tablet) - desktop site (tablet),7,2,Direct,1,1
imp (tablet) - click (tablet) - desktop site (tablet),0,34,Direct,1,3
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,42,Direct,1,1
imp (phone) - click (phone) - desktop site (phone),0,17,Direct,1,3
imp (phone) - desktop site (other),26,0,Indirect,1,1
imp (tablet),189,0,Indirect,0,1
imp (tablet) - imp (phone) - click (tablet) - mobile site (tablet) - desktop site (tablet),3,44,Direct,1,1
imp (tablet) - desktop site (tablet),39,0,Indirect,1,1
imp (phone) - imp (tablet) - desktop site (computer),6,0,Indirect,1,1
imp (tablet) - mobile site (phone),354,0,Indirect,0,1
imp (phone) - click (phone) - desktop site (computer),21,0,Indirect,1,1
imp (tablet) - imp (phone) - desktop site (other),4,0,Indirect,1,2
imp (phone) - desktop site (phone) - desktop site (computer),193,0,Indirect,1,1
imp (other) - desktop site (tablet),0,2,Direct,1,1
mobile site (tablet) - imp (phone),2,0,Indirect,0,2
imp (phone) - click (phone) - desktop site (phone),0,51,Direct,1,2
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),0,7,Direct,1,21
desktop site (other) - desktop site (phone) - desktop site (computer),0,0,None,1,43
mobile site (computer) - desktop site (computer),0,0,None,1,2661
imp (phone) - desktop site (phone),1,1,Direct,1,7
imp (other) - mobile site (other) - mobile site (tablet) - desktop site (tablet),0,1,Direct,1,2
imp (phone) - desktop site (computer),34,0,Indirect,1,4
imp (other),33,0,Indirect,0,1
imp (tablet),98,0,Indirect,0,6
imp (other) - imp (computer),2,0,Indirect,0,1
imp (tablet) - imp (phone),152,0,Indirect,0,2
imp (tablet) - click (tablet),77,0,Indirect,0,1
imp (phone) - desktop site (phone),71,0,Indirect,1,1
imp (phone) - desktop site (computer),17,0,Indirect,1,13
imp (phone) - desktop site (computer),7,0,Indirect,1,84
imp (tablet),69,0,Indirect,0,33
imp (phone) - desktop site (phone),26,0,Indirect,1,1
imp (phone) - imp (tablet) - desktop site (computer) - desktop site (tablet),66,0,Indirect,1,1
mobile site (phone) - imp (tablet) - desktop site (computer),1,0,Indirect,1,1
mobile site (phone) - mobile site (other) - desktop site (phone),0,0,None,1,1
imp (computer),58,0,Indirect,0,1
imp (phone) - desktop site (computer),22,0,Indirect,1,6
imp (tablet) - click (tablet) - mobile site (tablet) - desktop site (tablet),0,43,Direct,1,1
imp (phone) - click (phone),30,0,Indirect,0,5
imp (phone) - imp (tablet) - click (phone),5,0,Indirect,0,1
imp (tablet),103,0,Indirect,0,14
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),6,2,Direct,1,2
imp (phone) - click (phone) - mobile site (phone),7,0,Indirect,0,1
imp (tablet) - mobile site (phone),1,0,Indirect,0,16
imp (other) - imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),1,1,Direct,1,1
imp (phone) - click (phone) - mobile site (phone) - desktop site (phone),6,13,Direct,1,1
imp (tablet) - click (tablet),48,0,Indirect,0,3
imp (phone) - desktop site (phone),51,0,Indirect,1,1
imp (tablet) - imp (phone) - click (phone) - desktop site (phone),4,0,Indirect,1,1
imp (phone) - desktop site (other),9,0,Indirect,1,2
